縣市,鄉鎮,地區,設有戶籍宅數(宅).x,設有戶籍宅數之平均人口數(人),1人一宅宅數(宅),1人一宅宅數比例(%),2人一宅宅數(宅),2人一宅宅數比例(%),3人一宅宅數(宅),3人一宅宅數比例(%),4人一宅宅數(宅),4人一宅宅數比例(%),5人一宅宅數(宅),5人一宅宅數比例(%),6人以上一宅宅數(宅),6人以上一宅宅數比例(%),設有戶籍宅數(宅).y,設有戶籍宅數之平均戶數(戶),1戶一宅(宅),1戶一宅比例(%),2戶一宅(宅),2戶一宅比例(%),3戶一宅(宅),3戶一宅比例(%),4戶一宅(宅),4戶一宅比例(%),5戶一宅(宅),5戶一宅比例(%),6戶以上一宅(宅),6戶以上一宅比例(%),總戶長數(人).x,戶長平均年齡(歲),25(含)歲以下戶長數(人),25(含)歲以下戶長數比例(%),25-35(含)歲戶長數(人),25-35(含)歲戶長數比例(%),35-45(含)歲戶長數(人),35-45(含)歲戶長數比例(%),45-55(含)歲戶長數(人),45-55(含)歲戶長數比例(%),55-65(含)歲戶長數(人),55-65(含)歲戶長數比例(%),65歲以上戶長數(人),65歲以上戶長數比例(%),總戶長數(人).y,每戶平均老年人口數(人),無老年人口戶數(戶),無老年人口戶數比例(%),一位老年人口戶數(戶),一位老年人口戶數比例(%),二位老年人口戶數(戶),二位老年人口戶數比例(%),三位以上老年人口戶數(戶),三位以上老年人口戶數比例(%),僅老年人口居住宅數(宅),一名老年人口宅數(宅),一名老年人口宅數比例(%),二名老年人口宅數(宅),二名老年人口宅數比例(%),三名以上老年人口宅數(宅),三名以上老年人口宅數比例(%),總戶長數(人),有偶(人),有偶比例(%),離婚(人),離婚比例(%),喪偶(人),喪偶比例(%),婚姻關係消滅(人),婚姻關係消滅比例(%),未婚(人),未婚比例(%),其他(人),其他比例(%)
臺北市,信義區,安康里,3505,3.18,1013,28.90%,602,17.18%,593,16.92%,550,15.69%,280,7.99%,467,13.32%,3505,1.24,2834,80.86%,530,15.12%,118,3.37%,18,0.51%,3,0.09%,2,0.06%,4346,53.24,82,1.89%,411,9.46%,963,22.16%,1027,23.63%,965,22.20%,898,20.66%,4348,0.32,3246,74.66%,854,19.64%,230,5.29%,18,0.41%,291,233,80.07%,53,18.21%,5,1.72%,4346,2956,68.02%,411,9.46%,283,6.51%,0,0.00%,696,16.01%,0,0.00%
臺北市,信義區,西村里,1391,4.4,304,21.85%,256,18.40%,241,17.33%,229,16.46%,151,10.86%,210,15.10%,1391,2.12,1040,74.77%,272,19.55%,68,4.89%,8,0.58%,2,0.14%,1,0.07%,2951,58.05,32,1.08%,214,7.25%,434,14.71%,639,21.65%,820,27.79%,812,27.52%,2952,0.38,2003,67.85%,796,26.96%,137,4.64%,16,0.54%,117,86,73.50%,27,23.08%,4,3.42%,2951,1389,47.07%,521,17.66%,276,9.35%,5,0.17%,760,25.75%,0,0.00%
臺北市,信義區,松友里,1929,3.78,397,20.58%,269,13.95%,346,17.94%,326,16.90%,222,11.51%,369,19.13%,1929,1.33,1436,74.44%,377,19.54%,90,4.67%,22,1.14%,4,0.21%,0,0.00%,2568,55.1,37,1.44%,203,7.90%,522,20.33%,555,21.61%,646,25.16%,605,23.56%,2567,0.37,1817,70.78%,572,22.28%,172,6.70%,6,0.23%,137,111,81.02%,26,18.98%,0,0.00%,2568,1646,64.10%,287,11.18%,286,11.14%,0,0.00%,349,13.59%,0,0.00%
臺北市,信義區,松光里,1697,3.01,515,30.35%,326,19.21%,294,17.32%,223,13.14%,142,8.37%,197,11.61%,1697,1.23,1373,80.91%,267,15.73%,47,2.77%,9,0.53%,1,0.06%,0,0.00%,2089,57.26,27,1.29%,155,7.42%,315,15.08%,467,22.36%,481,23.03%,644,30.83%,2089,0.45,1329,63.62%,580,27.76%,171,8.19%,9,0.43%,214,171,79.91%,43,20.09%,0,0.00%,2089,1297,62.09%,184,8.81%,266,12.73%,0,0.00%,342,16.37%,0,0.00%
臺北市,信義區,松隆里,662,3.57,157,23.72%,108,16.31%,107,16.16%,105,15.86%,65,9.82%,120,18.13%,662,1.33,496,74.92%,122,18.43%,36,5.44%,7,1.06%,1,0.15%,0,0.00%,881,55.66,11,1.25%,75,8.51%,144,16.35%,217,24.63%,206,23.38%,228,25.88%,881,0.4,597,67.76%,222,25.20%,58,6.58%,4,0.45%,46,38,82.61%,8,17.39%,0,0.00%,881,487,55.28%,126,14.30%,113,12.83%,0,0.00%,155,17.59%,0,0.00%
臺北市,信義區,長春里,1250,3.47,346,27.68%,206,16.48%,202,16.16%,159,12.72%,116,9.28%,221,17.68%,1250,1.35,921,73.68%,249,19.92%,60,4.80%,15,1.20%,4,0.32%,1,0.08%,1685,55.71,43,2.55%,147,8.72%,270,16.02%,379,22.49%,383,22.73%,463,27.48%,1684,0.39,1139,67.64%,433,25.71%,111,6.59%,1,0.06%,129,96,74.42%,31,24.03%,2,1.55%,1685,1000,59.35%,166,9.85%,213,12.64%,0,0.00%,306,18.16%,0,0.00%
臺北市,信義區,泰和里,2508,3.35,650,25.92%,406,16.19%,436,17.38%,393,15.67%,245,9.77%,378,15.07%,2508,1.25,1990,79.35%,417,16.63%,85,3.39%,14,0.56%,2,0.08%,0,0.00%,3144,53.93,44,1.40%,291,9.26%,646,20.55%,740,23.54%,751,23.89%,672,21.37%,3145,0.33,2301,73.16%,660,20.99%,177,5.63%,7,0.22%,141,116,82.27%,24,17.02%,1,0.71%,3144,1852,58.91%,391,12.44%,337,10.72%,0,0.00%,564,17.94%,0,0.00%
臺北市,信義區,國業里,2280,3.59,504,22.11%,367,16.10%,409,17.94%,369,16.18%,221,9.69%,410,17.98%,2280,1.33,1709,74.96%,429,18.82%,121,5.31%,16,0.70%,3,0.13%,2,0.09%,3023,54.51,50,1.65%,244,8.07%,639,21.14%,720,23.82%,655,21.67%,715,23.65%,3022,0.36,2140,70.81%,677,22.40%,197,6.52%,8,0.26%,177,138,77.97%,35,19.77%,4,2.26%,3023,1990,65.83%,286,9.46%,285,9.43%,0,0.00%,462,15.28%,0,0.00%
臺北市,信義區,富台里,1628,2.82,622,38.21%,275,16.89%,250,15.36%,189,11.61%,117,7.19%,175,10.75%,1628,1.23,1336,82.06%,236,14.50%,39,2.40%,13,0.80%,3,0.18%,1,0.06%,1998,52.3,43,2.15%,219,10.96%,486,24.32%,497,24.87%,376,18.82%,377,18.87%,1998,0.29,1517,75.93%,394,19.72%,82,4.10%,5,0.25%,123,106,86.18%,15,12.20%,2,1.63%,1998,1134,56.76%,229,11.46%,179,8.96%,0,0.00%,456,22.82%,0,0.00%
臺北市,信義區,惠安里,2122,3.26,544,25.64%,360,16.97%,385,18.14%,368,17.34%,183,8.62%,282,13.29%,2122,1.25,1702,80.21%,353,16.64%,52,2.45%,8,0.38%,2,0.09%,5,0.24%,2646,54.78,51,1.93%,220,8.31%,473,17.88%,671,25.36%,632,23.89%,599,22.64%,2646,0.34,1900,71.81%,586,22.15%,158,5.97%,2,0.08%,152,122,80.26%,29,19.08%,1,0.66%,2646,1624,61.38%,271,10.24%,289,10.92%,0,0.00%,462,17.46%,0,0.00%
臺北市,信義區,敦厚里,1882,2.91,678,36.03%,334,17.75%,286,15.20%,218,11.58%,143,7.60%,223,11.85%,1882,1.22,1544,82.04%,270,14.35%,55,2.92%,12,0.64%,1,0.05%,0,0.00%,2301,53.15,48,2.09%,291,12.65%,458,19.90%,515,22.38%,468,20.34%,521,22.64%,2300,0.35,1666,72.43%,476,20.70%,151,6.57%,7,0.30%,153,116,75.82%,29,18.95%,8,5.23%,2301,1423,61.84%,201,8.74%,179,7.78%,1,0.04%,497,21.60%,0,0.00%
臺北市,信義區,景勤里,1310,3.29,367,28.02%,230,17.56%,208,15.88%,206,15.73%,111,8.47%,188,14.35%,1310,1.31,1022,78.02%,232,17.71%,50,3.82%,5,0.38%,0,0.00%,1,0.08%,1719,56.76,25,1.45%,137,7.97%,279,16.23%,398,23.15%,379,22.05%,501,29.14%,1719,0.41,1138,66.20%,457,26.59%,119,6.92%,5,0.29%,127,102,80.31%,24,18.90%,1,0.79%,1719,991,57.65%,183,10.65%,225,13.09%,0,0.00%,320,18.62%,0,0.00%
臺北市,信義區,景新里,1785,3.03,540,30.25%,347,19.44%,280,15.69%,263,14.73%,146,8.18%,209,11.71%,1785,1.24,1459,81.74%,256,14.34%,52,2.91%,14,0.78%,2,0.11%,2,0.11%,2205,55.15,54,2.45%,191,8.66%,332,15.06%,547,24.81%,546,24.76%,535,24.26%,2205,0.38,1539,69.80%,506,22.95%,152,6.89%,8,0.36%,171,118,69.01%,51,29.82%,2,1.17%,2205,1412,64.04%,212,9.61%,202,9.16%,0,0.00%,379,17.19%,0,0.00%
臺北市,信義區,景聯里,1558,3.07,436,27.98%,286,18.36%,272,17.46%,256,16.43%,129,8.28%,179,11.49%,1558,1.23,1267,81.32%,240,15.40%,39,2.50%,9,0.58%,2,0.13%,1,0.06%,1917,56.4,33,1.72%,147,7.67%,310,16.17%,396,20.66%,519,27.07%,512,26.71%,1918,0.4,1309,68.25%,450,23.46%,152,7.92%,7,0.36%,131,106,80.92%,24,18.32%,1,0.76%,1917,1249,65.15%,180,9.39%,187,9.75%,0,0.00%,301,15.70%,0,0.00%
臺北市,信義區,雅祥里,1658,3.14,488,29.43%,298,17.97%,271,16.34%,255,15.38%,123,7.42%,223,13.45%,1658,1.25,1334,80.46%,258,15.56%,51,3.08%,11,0.66%,3,0.18%,1,0.06%,2067,53.87,41,1.98%,212,10.26%,420,20.32%,450,21.77%,477,23.08%,467,22.59%,2068,0.33,1515,73.26%,428,20.70%,120,5.80%,5,0.24%,130,105,80.77%,22,16.92%,3,2.31%,2067,1263,61.10%,197,9.53%,197,9.53%,0,0.00%,410,19.84%,0,0.00%
臺北市,信義區,新仁里,1088,3.38,270,24.82%,189,17.37%,181,16.64%,175,16.08%,110,10.11%,163,14.98%,1088,1.31,825,75.83%,206,18.93%,44,4.04%,9,0.83%,3,0.28%,1,0.09%,1426,55.53,29,2.03%,117,8.20%,243,17.04%,324,22.72%,345,24.19%,368,25.81%,1426,0.4,970,68.02%,350,24.54%,99,6.94%,7,0.49%,89,64,71.91%,22,24.72%,3,3.37%,1426,938,65.78%,110,7.71%,144,10.10%,0,0.00%,234,16.41%,0,0.00%
臺北市,信義區,嘉興里,1058,3.16,278,26.28%,212,20.04%,167,15.78%,167,15.78%,100,9.45%,134,12.67%,1058,1.25,840,79.40%,180,17.01%,32,3.02%,6,0.57%,0,0.00%,0,0.00%,1320,55.89,16,1.21%,107,8.11%,218,16.52%,300,22.73%,329,24.92%,350,26.52%,1320,0.41,891,67.50%,324,24.55%,97,7.35%,8,0.61%,94,63,67.02%,27,28.72%,4,4.26%,1320,801,60.68%,148,11.21%,148,11.21%,0,0.00%,223,16.89%,0,0.00%
臺北市,信義區,廣居里,2421,3.48,571,23.59%,398,16.44%,428,17.68%,390,16.11%,227,9.38%,407,16.81%,2421,1.3,1817,75.05%,499,20.61%,90,3.72%,14,0.58%,1,0.04%,0,0.00%,3145,54.68,50,1.59%,236,7.50%,624,19.84%,759,24.13%,772,24.55%,704,22.38%,3146,0.35,2289,72.76%,643,20.44%,201,6.39%,13,0.41%,188,136,72.34%,45,23.94%,7,3.72%,3145,2085,66.30%,300,9.54%,270,8.59%,0,0.00%,490,15.58%,0,0.00%
臺北市,信義區,黎平里,2441,3.03,776,31.79%,413,16.92%,402,16.47%,361,14.79%,211,8.64%,278,11.39%,2441,1.22,2003,82.06%,355,14.54%,65,2.66%,16,0.66%,2,0.08%,0,0.00%,2981,54.54,50,1.68%,308,10.33%,540,18.11%,676,22.68%,693,23.25%,714,23.95%,2982,0.35,2125,71.26%,671,22.50%,176,5.90%,10,0.34%,209,168,80.38%,38,18.18%,3,1.44%,2981,1847,61.96%,278,9.33%,295,9.90%,0,0.00%,561,18.82%,0,0.00%
臺北市,信義區,黎安里,475,4.66,133,28.00%,73,15.37%,61,12.84%,79,16.63%,41,8.63%,88,18.53%,475,2.06,356,74.95%,84,17.68%,21,4.42%,4,0.84%,2,0.42%,8,1.68%,979,64.38,10,1.02%,41,4.19%,122,12.46%,167,17.06%,212,21.65%,427,43.62%,978,0.53,514,52.56%,405,41.41%,59,6.03%,0,0.00%,42,34,80.95%,8,19.05%,0,0.00%,979,506,51.69%,106,10.83%,209,21.35%,1,0.10%,157,16.04%,0,0.00%
臺北市,信義區,黎忠里,1588,3.18,467,29.41%,277,17.44%,252,15.87%,235,14.80%,140,8.82%,217,13.66%,1588,1.25,1270,79.97%,256,16.12%,49,3.09%,11,0.69%,0,0.00%,2,0.13%,1986,55.8,25,1.26%,176,8.86%,349,17.57%,423,21.30%,493,24.82%,520,26.18%,1985,0.37,1366,68.82%,503,25.34%,111,5.59%,5,0.25%,146,118,80.82%,25,17.12%,3,2.05%,1986,1211,60.98%,217,10.93%,232,11.68%,1,0.05%,325,16.36%,0,0.00%
臺北市,信義區,黎順里,1434,3.01,478,33.33%,253,17.64%,235,16.39%,188,13.11%,116,8.09%,164,11.44%,1434,1.23,1176,82.01%,202,14.09%,43,3.00%,10,0.70%,1,0.07%,2,0.14%,1766,54.95,39,2.21%,201,11.38%,249,14.10%,398,22.54%,441,24.97%,438,24.80%,1766,0.37,1241,70.27%,414,23.44%,102,5.78%,9,0.51%,133,102,76.69%,27,20.30%,4,3.01%,1766,1050,59.46%,185,10.48%,187,10.59%,0,0.00%,344,19.48%,0,0.00%
臺北市,信義區,興隆里,1001,3.04,294,29.37%,207,20.68%,164,16.38%,145,14.49%,76,7.59%,115,11.49%,1001,1.26,798,79.72%,158,15.78%,35,3.50%,7,0.70%,2,0.20%,1,0.10%,1263,57.16,18,1.43%,102,8.08%,209,16.55%,257,20.35%,294,23.28%,383,30.32%,1263,0.46,820,64.92%,325,25.73%,109,8.63%,9,0.71%,129,95,73.64%,30,23.26%,4,3.10%,1263,761,60.25%,153,12.11%,129,10.21%,0,0.00%,220,17.42%,0,0.00%
臺北市,信義區,興雅里,1985,3.07,622,31.34%,339,17.08%,334,16.83%,266,13.40%,185,9.32%,239,12.04%,1985,1.25,1583,79.75%,320,16.12%,68,3.43%,10,0.50%,3,0.15%,1,0.05%,2488,56.3,52,2.09%,199,8.00%,431,17.32%,505,20.30%,562,22.59%,739,29.70%,2488,0.43,1625,65.31%,656,26.37%,197,7.92%,10,0.40%,233,182,78.11%,45,19.31%,6,2.58%,2488,1574,63.26%,207,8.32%,270,10.85%,0,0.00%,437,17.56%,0,0.00%
臺北市,信義區,雙和里,2417,3.11,681,28.18%,405,16.76%,443,18.33%,395,16.34%,214,8.85%,279,11.54%,2417,1.21,1987,82.21%,361,14.94%,55,2.28%,8,0.33%,5,0.21%,1,0.04%,2938,54.53,59,2.01%,271,9.22%,550,18.72%,668,22.74%,710,24.17%,680,23.14%,2936,0.35,2109,71.83%,633,21.56%,180,6.13%,14,0.48%,193,149,77.20%,37,19.17%,7,3.63%,2938,1869,63.61%,275,9.36%,291,9.90%,2,0.07%,501,17.05%,0,0.00%
臺北市,士林區,三玉里,1788,3.44,381,21.31%,314,17.56%,322,18.01%,323,18.06%,185,10.35%,263,14.71%,1788,1.21,1468,82.10%,272,15.21%,39,2.18%,7,0.39%,2,0.11%,0,0.00%,2167,55.65,37,1.71%,166,7.66%,316,14.58%,500,23.07%,665,30.69%,483,22.29%,2167,0.36,1548,71.44%,465,21.46%,143,6.60%,11,0.51%,116,87,75.00%,26,22.41%,3,2.59%,2167,1458,67.28%,189,8.72%,208,9.60%,0,0.00%,312,14.40%,0,0.00%
臺北市,士林區,仁勇里,1191,3.6,321,26.95%,209,17.55%,180,15.11%,152,12.76%,88,7.39%,241,20.24%,1191,1.32,909,76.32%,207,17.38%,58,4.87%,10,0.84%,5,0.42%,2,0.17%,1577,55.61,33,2.09%,139,8.81%,286,18.14%,316,20.04%,364,23.08%,439,27.84%,1576,0.41,1068,67.77%,372,23.60%,132,8.38%,4,0.25%,119,91,76.47%,27,22.69%,1,0.84%,1577,989,62.71%,165,10.46%,172,10.91%,0,0.00%,251,15.92%,0,0.00%
臺北市,士林區,公館里,320,4.58,85,26.56%,36,11.25%,51,15.94%,32,10.00%,27,8.44%,89,27.81%,320,1.69,213,66.56%,59,18.44%,26,8.13%,11,3.44%,1,0.31%,10,3.13%,542,59.18,2,0.37%,30,5.54%,64,11.81%,129,23.80%,141,26.01%,176,32.47%,541,0.47,333,61.55%,163,30.13%,45,8.32%,0,0.00%,33,32,96.97%,0,0.00%,1,3.03%,542,355,65.50%,54,9.96%,71,13.10%,1,0.18%,61,11.25%,0,0.00%
臺北市,士林區,天山里,2183,3.36,463,21.21%,399,18.28%,445,20.38%,370,16.95%,208,9.53%,298,13.65%,2183,1.22,1792,82.09%,311,14.25%,73,3.34%,4,0.18%,3,0.14%,0,0.00%,2663,56.1,41,1.54%,184,6.91%,384,14.42%,677,25.42%,763,28.65%,614,23.06%,2664,0.39,1859,69.78%,596,22.37%,191,7.17%,18,0.68%,146,95,65.07%,44,30.14%,7,4.79%,2663,1825,68.53%,248,9.31%,220,8.26%,0,0.00%,370,13.89%,0,0.00%
臺北市,士林區,天母里,2102,3.41,490,23.31%,360,17.13%,409,19.46%,356,16.94%,187,8.90%,300,14.27%,2102,1.23,1733,82.45%,285,13.56%,60,2.85%,20,0.95%,4,0.19%,0,0.00%,2582,55.87,52,2.01%,178,6.89%,384,14.87%,628,24.32%,737,28.54%,603,23.35%,2583,0.39,1788,69.22%,604,23.38%,180,6.97%,11,0.43%,151,116,76.82%,33,21.85%,2,1.32%,2582,1716,66.46%,222,8.60%,249,9.64%,0,0.00%,395,15.30%,0,0.00%
臺北市,士林區,天玉里,2816,3.34,668,23.72%,491,17.44%,504,17.90%,478,16.97%,282,10.01%,393,13.96%,2816,1.24,2271,80.65%,449,15.94%,76,2.70%,18,0.64%,2,0.07%,0,0.00%,3480,54.74,67,1.93%,281,8.07%,603,17.33%,864,24.83%,911,26.18%,754,21.67%,3478,0.35,2520,72.46%,713,20.50%,228,6.56%,17,0.49%,204,150,73.53%,48,23.53%,6,2.94%,3480,2329,66.93%,309,8.88%,284,8.16%,0,0.00%,558,16.03%,0,0.00%
臺北市,士林區,天和里,2252,3.58,442,19.63%,352,15.63%,411,18.25%,444,19.72%,215,9.55%,388,17.23%,2252,1.23,1832,81.35%,342,15.19%,62,2.75%,15,0.67%,0,0.00%,1,0.04%,2772,55.35,40,1.44%,206,7.43%,427,15.40%,688,24.82%,834,30.09%,577,20.82%,2772,0.35,2007,72.40%,579,20.89%,177,6.39%,9,0.32%,134,98,73.13%,34,25.37%,2,1.49%,2772,1928,69.55%,245,8.84%,209,7.54%,0,0.00%,390,14.07%,0,0.00%
臺北市,士林區,天祿里,1610,3.47,370,22.98%,252,15.65%,286,17.76%,284,17.64%,174,10.81%,244,15.16%,1610,1.23,1303,80.93%,255,15.84%,41,2.55%,10,0.62%,1,0.06%,0,0.00%,1981,55.62,29,1.46%,146,7.37%,350,17.67%,412,20.80%,567,28.62%,477,24.08%,1981,0.39,1384,69.86%,432,21.81%,156,7.87%,9,0.45%,128,94,73.44%,31,24.22%,3,2.34%,1981,1359,68.60%,164,8.28%,188,9.49%,0,0.00%,270,13.63%,0,0.00%
臺北市,士林區,天壽里,1625,3.29,362,22.28%,304,18.71%,330,20.31%,261,16.06%,157,9.66%,211,12.98%,1625,1.2,1351,83.14%,232,14.28%,32,1.97%,9,0.55%,0,0.00%,1,0.06%,1953,55.2,36,1.84%,153,7.83%,323,16.54%,463,23.71%,537,27.50%,441,22.58%,1953,0.37,1370,70.15%,443,22.68%,131,6.71%,9,0.46%,115,87,75.65%,26,22.61%,2,1.74%,1953,1366,69.94%,151,7.73%,165,8.45%,0,0.00%,271,13.88%,0,0.00%
臺北市,士林區,天福里,1895,3.53,380,20.05%,297,15.67%,365,19.26%,379,20.00%,177,9.34%,297,15.67%,1895,1.24,1532,80.84%,295,15.57%,56,2.96%,9,0.47%,1,0.05%,2,0.11%,2345,55.02,42,1.79%,184,7.85%,377,16.08%,566,24.14%,683,29.13%,493,21.02%,2344,0.34,1713,73.08%,479,20.44%,140,5.97%,12,0.51%,118,94,79.66%,24,20.34%,0,0.00%,2345,1539,65.63%,234,9.98%,224,9.55%,1,0.04%,347,14.80%,0,0.00%
臺北市,士林區,平等里,337,4.58,76,22.55%,47,13.95%,35,10.39%,38,11.28%,39,11.57%,102,30.27%,337,1.58,217,64.39%,75,22.26%,28,8.31%,9,2.67%,6,1.78%,2,0.59%,532,58.59,4,0.75%,27,5.08%,69,12.97%,124,23.31%,133,25.00%,175,32.89%,531,0.47,334,62.90%,144,27.12%,53,9.98%,0,0.00%,31,26,83.87%,5,16.13%,0,0.00%,532,359,67.48%,52,9.77%,67,12.59%,0,0.00%,54,10.15%,0,0.00%
臺北市,士林區,永倫里,2194,3.53,519,23.66%,342,15.59%,349,15.91%,379,17.27%,228,10.39%,377,17.18%,2194,1.24,1768,80.58%,348,15.86%,62,2.83%,9,0.41%,2,0.09%,5,0.23%,2731,54.81,45,1.65%,242,8.86%,510,18.67%,598,21.90%,695,25.45%,641,23.47%,2728,0.36,1944,71.26%,594,21.77%,186,6.82%,4,0.15%,153,124,81.05%,28,18.30%,1,0.65%,2731,1699,62.21%,287,10.51%,315,11.53%,1,0.04%,429,15.71%,0,0.00%
臺北市,士林區,永福里,309,4.27,87,28.16%,41,13.27%,44,14.24%,34,11.00%,26,8.41%,77,24.92%,309,1.5,230,74.43%,47,15.21%,17,5.50%,9,2.91%,1,0.32%,5,1.62%,462,60.17,4,0.87%,19,4.11%,61,13.20%,92,19.91%,119,25.76%,167,36.15%,462,0.62,264,57.14%,150,32.47%,44,9.52%,4,0.87%,32,28,87.50%,4,12.50%,0,0.00%,462,298,64.50%,34,7.36%,65,14.07%,0,0.00%,65,14.07%,0,0.00%
臺北市,士林區,名山里,2195,3.45,434,19.77%,392,17.86%,417,19.00%,397,18.09%,233,10.62%,322,14.67%,2195,1.23,1771,80.68%,354,16.13%,57,2.60%,11,0.50%,2,0.09%,0,0.00%,2704,55.93,53,1.96%,186,6.88%,432,15.98%,618,22.86%,760,28.11%,655,24.22%,2704,0.38,1886,69.75%,612,22.63%,193,7.14%,13,0.48%,129,95,73.64%,31,24.03%,3,2.33%,2704,1769,65.42%,260,9.62%,270,9.99%,1,0.04%,404,14.94%,0,0.00%
臺北市,士林區,百齡里,1933,3.98,308,15.93%,231,11.95%,372,19.24%,381,19.71%,246,12.73%,395,20.43%,1933,1.32,1443,74.65%,388,20.07%,82,4.24%,18,0.93%,1,0.05%,1,0.05%,2548,54.68,36,1.41%,235,9.22%,470,18.45%,532,20.88%,693,27.20%,582,22.84%,2546,0.35,1824,71.64%,556,21.84%,160,6.28%,6,0.24%,90,68,75.56%,17,18.89%,5,5.56%,2548,1655,64.95%,265,10.40%,268,10.52%,1,0.04%,359,14.09%,0,0.00%
臺北市,士林區,岩山里,995,3.68,188,18.89%,162,16.28%,178,17.89%,201,20.20%,103,10.35%,163,16.38%,995,1.3,790,79.40%,152,15.28%,40,4.02%,7,0.70%,2,0.20%,4,0.40%,1289,56.28,16,1.24%,94,7.29%,187,14.51%,304,23.58%,392,30.41%,296,22.96%,1289,0.37,906,70.29%,295,22.89%,81,6.28%,7,0.54%,60,44,73.33%,13,21.67%,3,5.00%,1289,815,63.23%,139,10.78%,134,10.40%,1,0.08%,200,15.52%,0,0.00%
臺北市,士林區,忠誠里,1761,3.39,376,21.35%,330,18.74%,317,18.00%,273,15.50%,212,12.04%,253,14.37%,1761,1.24,1405,79.78%,299,16.98%,47,2.67%,9,0.51%,0,0.00%,1,0.06%,2186,56.97,28,1.28%,183,8.37%,300,13.72%,506,23.15%,551,25.21%,618,28.27%,2186,0.45,1434,65.60%,540,24.70%,197,9.01%,15,0.69%,132,89,67.42%,39,29.55%,4,3.03%,2186,1430,65.42%,195,8.92%,239,10.93%,1,0.05%,321,14.68%,0,0.00%
臺北市,士林區,承德里,1946,3.06,607,31.19%,333,17.11%,326,16.75%,282,14.49%,153,7.86%,245,12.59%,1946,1.23,1568,80.58%,312,16.03%,55,2.83%,10,0.51%,1,0.05%,0,0.00%,2402,54.03,41,1.71%,252,10.49%,442,18.40%,556,23.15%,599,24.94%,512,21.32%,2402,0.34,1757,73.15%,472,19.65%,165,6.87%,8,0.33%,147,112,76.19%,34,23.13%,1,0.68%,2402,1479,61.57%,243,10.12%,203,8.45%,0,0.00%,477,19.86%,0,0.00%
臺北市,士林區,明勝里,1568,3.31,397,25.32%,282,17.98%,245,15.63%,261,16.65%,158,10.08%,225,14.35%,1568,1.24,1243,79.27%,273,17.41%,47,3.00%,3,0.19%,2,0.13%,0,0.00%,1951,55.45,23,1.18%,188,9.64%,360,18.45%,397,20.35%,479,24.55%,504,25.83%,1951,0.4,1328,68.07%,491,25.17%,125,6.41%,7,0.36%,139,113,81.29%,24,17.27%,2,1.44%,1951,1193,61.15%,202,10.35%,211,10.81%,0,0.00%,345,17.68%,0,0.00%
臺北市,士林區,東山里,1460,3.76,264,18.08%,229,15.68%,264,18.08%,278,19.04%,165,11.30%,260,17.81%,1460,1.24,1196,81.92%,213,14.59%,35,2.40%,10,0.68%,1,0.07%,5,0.34%,1806,56.27,30,1.66%,114,6.31%,288,15.95%,436,24.14%,505,27.96%,433,23.98%,1805,0.4,1259,69.75%,386,21.39%,152,8.42%,8,0.44%,78,57,73.08%,20,25.64%,1,1.28%,1806,1202,66.56%,176,9.75%,197,10.91%,0,0.00%,231,12.79%,0,0.00%
臺北市,士林區,社子里,1827,3.73,387,21.18%,292,15.98%,317,17.35%,293,16.04%,205,11.22%,333,18.23%,1827,1.33,1384,75.75%,334,18.28%,83,4.54%,16,0.88%,6,0.33%,4,0.22%,2422,54.87,36,1.49%,217,8.96%,446,18.41%,548,22.63%,602,24.86%,573,23.66%,2421,0.35,1736,71.71%,539,22.26%,142,5.87%,4,0.17%,115,88,76.52%,24,20.87%,3,2.61%,2422,1473,60.82%,272,11.23%,292,12.06%,2,0.08%,383,15.81%,0,0.00%
臺北市,士林區,社園里,2027,3.86,377,18.60%,286,14.11%,338,16.67%,353,17.41%,246,12.14%,427,21.07%,2027,1.3,1553,76.62%,356,17.56%,98,4.83%,17,0.84%,3,0.15%,0,0.00%,2643,54.09,36,1.36%,261,9.88%,533,20.17%,572,21.64%,635,24.03%,606,22.93%,2641,0.34,1909,72.28%,566,21.43%,162,6.13%,4,0.15%,119,94,78.99%,23,19.33%,2,1.68%,2643,1685,63.75%,278,10.52%,301,11.39%,1,0.04%,378,14.30%,0,0.00%
臺北市,士林區,社新里,2672,3.58,600,22.46%,429,16.06%,480,17.96%,418,15.64%,284,10.63%,461,17.25%,2672,1.28,2066,77.32%,493,18.45%,88,3.29%,21,0.79%,3,0.11%,1,0.04%,3421,54.03,52,1.52%,324,9.47%,741,21.66%,711,20.78%,832,24.32%,761,22.24%,3418,0.34,2475,72.41%,748,21.88%,188,5.50%,7,0.20%,177,142,80.23%,33,18.64%,2,1.13%,3421,2131,62.29%,420,12.28%,371,10.84%,1,0.03%,498,14.56%,0,0.00%
臺北市,士林區,芝山里,2344,3.4,493,21.03%,373,15.91%,454,19.37%,476,20.31%,218,9.30%,330,14.08%,2344,1.2,1962,83.70%,316,13.48%,51,2.18%,13,0.55%,1,0.04%,1,0.04%,2811,54.26,41,1.46%,251,8.93%,464,16.51%,687,24.44%,849,30.20%,519,18.46%,2810,0.32,2112,75.16%,513,18.26%,177,6.30%,8,0.28%,112,79,70.54%,30,26.79%,3,2.68%,2811,1926,68.52%,270,9.61%,213,7.58%,0,0.00%,402,14.30%,0,0.00%
