縣市,鄉鎮,地區,設有戶籍宅數(宅).x,設有戶籍宅數之平均人口數(人),1人一宅宅數(宅),1人一宅宅數比例(%),2人一宅宅數(宅),2人一宅宅數比例(%),3人一宅宅數(宅),3人一宅宅數比例(%),4人一宅宅數(宅),4人一宅宅數比例(%),5人一宅宅數(宅),5人一宅宅數比例(%),6人以上一宅宅數(宅),6人以上一宅宅數比例(%),設有戶籍宅數(宅).y,設有戶籍宅數之平均戶數(戶),1戶一宅(宅),1戶一宅比例(%),2戶一宅(宅),2戶一宅比例(%),3戶一宅(宅),3戶一宅比例(%),4戶一宅(宅),4戶一宅比例(%),5戶一宅(宅),5戶一宅比例(%),6戶以上一宅(宅),6戶以上一宅比例(%),總戶長數(人).x,戶長平均年齡(歲),25(含)歲以下戶長數(人),25(含)歲以下戶長數比例(%),25-35(含)歲戶長數(人),25-35(含)歲戶長數比例(%),35-45(含)歲戶長數(人),35-45(含)歲戶長數比例(%),45-55(含)歲戶長數(人),45-55(含)歲戶長數比例(%),55-65(含)歲戶長數(人),55-65(含)歲戶長數比例(%),65歲以上戶長數(人),65歲以上戶長數比例(%),總戶長數(人).y,每戶平均老年人口數(人),無老年人口戶數(戶),無老年人口戶數比例(%),一位老年人口戶數(戶),一位老年人口戶數比例(%),二位老年人口戶數(戶),二位老年人口戶數比例(%),三位以上老年人口戶數(戶),三位以上老年人口戶數比例(%),僅老年人口居住宅數(宅),一名老年人口宅數(宅),一名老年人口宅數比例(%),二名老年人口宅數(宅),二名老年人口宅數比例(%),三名以上老年人口宅數(宅),三名以上老年人口宅數比例(%),總戶長數(人),有偶(人),有偶比例(%),離婚(人),離婚比例(%),喪偶(人),喪偶比例(%),婚姻關係消滅(人),婚姻關係消滅比例(%),未婚(人),未婚比例(%),其他(人),其他比例(%)
臺北市,士林區,福安里,801,6.28,118,14.73%,88,10.99%,75,9.36%,72,8.99%,78,9.74%,370,46.19%,801,2.26,353,44.07%,192,23.97%,121,15.11%,72,8.99%,32,4.00%,31,3.87%,1816,55.48,14,0.77%,114,6.28%,358,19.71%,489,26.93%,395,21.75%,446,24.56%,1814,0.34,1300,71.66%,408,22.49%,105,5.79%,1,0.06%,35,28,80.00%,6,17.14%,1,2.86%,1816,1085,59.75%,208,11.45%,253,13.93%,0,0.00%,270,14.87%,0,0.00%
臺北市,士林區,福志里,2459,3.23,610,24.81%,473,19.24%,447,18.18%,395,16.06%,215,8.74%,319,12.97%,2459,1.22,2011,81.78%,369,15.01%,66,2.68%,10,0.41%,2,0.08%,1,0.04%,3003,57.34,33,1.10%,211,7.03%,453,15.08%,654,21.78%,801,26.67%,851,28.34%,3003,0.44,1977,65.83%,746,24.84%,264,8.79%,16,0.53%,240,169,70.42%,68,28.33%,3,1.25%,3003,1970,65.60%,231,7.69%,353,11.75%,1,0.03%,448,14.92%,0,0.00%
臺北市,士林區,福佳里,2364,3.52,544,23.01%,414,17.51%,405,17.13%,377,15.95%,210,8.88%,414,17.51%,2364,1.27,1860,78.68%,398,16.84%,85,3.60%,17,0.72%,4,0.17%,0,0.00%,2999,55.36,61,2.03%,256,8.54%,537,17.91%,672,22.41%,674,22.47%,799,26.64%,2997,0.42,2029,67.70%,693,23.12%,262,8.74%,13,0.43%,206,142,68.93%,61,29.61%,3,1.46%,2999,1983,66.12%,261,8.70%,284,9.47%,0,0.00%,471,15.71%,0,0.00%
臺北市,士林區,福林里,970,3.32,273,28.14%,187,19.28%,149,15.36%,125,12.89%,95,9.79%,141,14.54%,970,1.3,768,79.18%,149,15.36%,39,4.02%,10,1.03%,1,0.10%,3,0.31%,1258,57.47,21,1.67%,106,8.43%,178,14.15%,254,20.19%,323,25.68%,376,29.89%,1258,0.44,812,64.55%,349,27.74%,90,7.15%,7,0.56%,113,87,76.99%,23,20.35%,3,2.65%,1258,758,60.25%,93,7.39%,162,12.88%,0,0.00%,245,19.48%,0,0.00%
臺北市,士林區,福華里,2005,3.4,485,24.19%,362,18.05%,327,16.31%,332,16.56%,193,9.63%,306,15.26%,2005,1.3,1530,76.31%,384,19.15%,66,3.29%,21,1.05%,4,0.20%,0,0.00%,2600,55.24,43,1.65%,224,8.62%,467,17.96%,586,22.54%,667,25.65%,613,23.58%,2599,0.34,1861,71.60%,589,22.66%,146,5.62%,3,0.12%,151,122,80.79%,29,19.21%,0,0.00%,2600,1401,53.88%,400,15.38%,330,12.69%,0,0.00%,469,18.04%,0,0.00%
臺北市,士林區,福順里,1585,3.53,373,23.53%,274,17.29%,258,16.28%,253,15.96%,155,9.78%,272,17.16%,1585,1.32,1210,76.34%,286,18.04%,63,3.97%,20,1.26%,4,0.25%,2,0.13%,2088,54.79,31,1.48%,193,9.24%,423,20.26%,445,21.31%,484,23.18%,512,24.52%,2087,0.36,1477,70.77%,468,22.42%,137,6.56%,5,0.24%,133,100,75.19%,32,24.06%,1,0.75%,2088,1223,58.57%,272,13.03%,237,11.35%,0,0.00%,356,17.05%,0,0.00%
臺北市,士林區,福德里,1350,4.5,346,25.63%,231,17.11%,242,17.93%,181,13.41%,126,9.33%,224,16.59%,1350,2.13,1063,78.74%,232,17.19%,38,2.81%,12,0.89%,3,0.22%,2,0.15%,2883,56.11,57,1.98%,176,6.10%,466,16.16%,732,25.39%,757,26.26%,695,24.11%,2882,0.34,2095,72.69%,636,22.07%,141,4.89%,10,0.35%,128,102,79.69%,22,17.19%,4,3.13%,2883,1361,47.21%,560,19.42%,216,7.49%,2,0.07%,744,25.81%,0,0.00%
臺北市,士林區,翠山里,1013,2.71,318,31.39%,235,23.20%,164,16.19%,156,15.40%,69,6.81%,71,7.01%,1013,1.18,860,84.90%,132,13.03%,19,1.88%,1,0.10%,0,0.00%,1,0.10%,1191,58.19,19,1.60%,82,6.88%,163,13.69%,294,24.69%,266,22.33%,367,30.81%,1191,0.49,749,62.89%,316,26.53%,114,9.57%,12,1.01%,133,94,70.68%,37,27.82%,2,1.50%,1191,723,60.71%,115,9.66%,141,11.84%,1,0.08%,211,17.72%,0,0.00%
臺北市,士林區,德行里,1510,3.05,477,31.59%,291,19.27%,223,14.77%,198,13.11%,125,8.28%,196,12.98%,1510,1.24,1220,80.79%,230,15.23%,49,3.25%,8,0.53%,3,0.20%,0,0.00%,1874,54.36,48,2.56%,178,9.50%,350,18.68%,389,20.76%,458,24.44%,451,24.07%,1874,0.35,1344,71.72%,405,21.61%,117,6.24%,8,0.43%,126,96,76.19%,26,20.63%,4,3.17%,1874,1121,59.82%,210,11.21%,183,9.77%,0,0.00%,360,19.21%,0,0.00%
臺北市,士林區,德華里,1784,3.3,442,24.78%,302,16.93%,301,16.87%,309,17.32%,182,10.20%,248,13.90%,1784,1.24,1418,79.48%,301,16.87%,59,3.31%,6,0.34%,0,0.00%,0,0.00%,2221,55.29,35,1.58%,171,7.70%,419,18.87%,484,21.79%,571,25.71%,541,24.36%,2221,0.38,1546,69.61%,511,23.01%,152,6.84%,12,0.54%,152,113,74.34%,36,23.68%,3,1.97%,2221,1388,62.49%,260,11.71%,237,10.67%,0,0.00%,336,15.13%,0,0.00%
臺北市,士林區,臨溪里,984,3.09,269,27.34%,205,20.83%,168,17.07%,146,14.84%,86,8.74%,110,11.18%,984,1.2,832,84.55%,116,11.79%,29,2.95%,4,0.41%,2,0.20%,1,0.10%,1183,58.16,22,1.86%,79,6.68%,154,13.02%,265,22.40%,296,25.02%,367,31.02%,1182,0.49,737,62.35%,319,26.99%,120,10.15%,6,0.51%,104,75,72.12%,29,27.88%,0,0.00%,1183,787,66.53%,109,9.21%,121,10.23%,0,0.00%,166,14.03%,0,0.00%
臺北市,士林區,舊佳里,1911,3.35,497,26.01%,337,17.63%,316,16.54%,294,15.38%,182,9.52%,285,14.91%,1911,1.27,1506,78.81%,322,16.85%,63,3.30%,18,0.94%,2,0.10%,0,0.00%,2421,57.02,32,1.32%,207,8.55%,329,13.59%,541,22.35%,616,25.44%,696,28.75%,2419,0.44,1583,65.44%,635,26.25%,188,7.77%,13,0.54%,182,132,72.53%,46,25.27%,4,2.20%,2421,1550,64.02%,228,9.42%,248,10.24%,1,0.04%,394,16.27%,0,0.00%
臺北市,士林區,蘭雅里,2711,3.35,596,21.98%,450,16.60%,503,18.55%,528,19.48%,274,10.11%,360,13.28%,2711,1.22,2228,82.18%,395,14.57%,76,2.80%,10,0.37%,1,0.04%,1,0.04%,3299,55.09,57,1.73%,262,7.94%,544,16.49%,764,23.16%,938,28.43%,734,22.25%,3296,0.36,2356,71.48%,695,21.09%,235,7.13%,10,0.30%,173,127,73.41%,43,24.86%,3,1.73%,3299,2185,66.23%,281,8.52%,310,9.40%,0,0.00%,523,15.85%,0,0.00%
臺北市,士林區,蘭興里,2017,3.4,445,22.06%,335,16.61%,391,19.39%,350,17.35%,207,10.26%,289,14.33%,2017,1.22,1644,81.51%,312,15.47%,51,2.53%,7,0.35%,3,0.15%,0,0.00%,2463,54.99,47,1.91%,181,7.35%,419,17.01%,565,22.94%,714,28.99%,537,21.80%,2463,0.35,1786,72.51%,506,20.54%,164,6.66%,7,0.28%,117,87,74.36%,29,24.79%,1,0.85%,2463,1659,67.36%,229,9.30%,197,8.00%,0,0.00%,378,15.35%,0,0.00%
臺北市,萬華區,仁德里,1744,2.82,630,36.12%,343,19.67%,267,15.31%,212,12.16%,118,6.77%,174,9.98%,1744,1.22,1445,82.86%,239,13.70%,42,2.41%,8,0.46%,8,0.46%,2,0.11%,2135,56.12,51,2.39%,210,9.84%,315,14.75%,425,19.91%,558,26.14%,576,26.98%,2134,0.37,1469,68.84%,544,25.49%,113,5.30%,8,0.37%,193,162,83.94%,29,15.03%,2,1.04%,2135,1254,58.74%,233,10.91%,232,10.87%,0,0.00%,416,19.48%,0,0.00%
臺北市,萬華區,日祥里,1939,2.98,584,30.12%,379,19.55%,331,17.07%,263,13.56%,158,8.15%,224,11.55%,1939,1.25,1544,79.63%,321,16.55%,62,3.20%,8,0.41%,4,0.21%,0,0.00%,2424,57.6,37,1.53%,183,7.55%,402,16.58%,541,22.32%,505,20.83%,756,31.19%,2424,0.44,1535,63.33%,724,29.87%,161,6.64%,4,0.17%,243,198,81.48%,44,18.11%,1,0.41%,2424,1312,54.13%,318,13.12%,385,15.88%,2,0.08%,407,16.79%,0,0.00%
臺北市,萬華區,日善里,1081,3.64,238,22.02%,179,16.56%,174,16.10%,156,14.43%,119,11.01%,215,19.89%,1081,1.32,800,74.01%,227,21.00%,43,3.98%,8,0.74%,3,0.28%,0,0.00%,1427,54.98,30,2.10%,134,9.39%,227,15.91%,322,22.56%,386,27.05%,328,22.99%,1430,0.35,1030,72.03%,307,21.47%,91,6.36%,2,0.14%,88,66,75.00%,21,23.86%,1,1.14%,1427,844,59.15%,155,10.86%,181,12.68%,0,0.00%,247,17.31%,0,0.00%
臺北市,萬華區,全德里,1202,3.73,266,22.13%,190,15.81%,200,16.64%,195,16.22%,129,10.73%,222,18.47%,1202,1.32,903,75.12%,233,19.38%,52,4.33%,10,0.83%,3,0.25%,1,0.08%,1584,55.38,33,2.08%,131,8.27%,295,18.62%,351,22.16%,359,22.66%,415,26.20%,1585,0.39,1093,68.96%,371,23.41%,117,7.38%,4,0.25%,100,77,77.00%,21,21.00%,2,2.00%,1584,987,62.31%,156,9.85%,177,11.17%,0,0.00%,264,16.67%,0,0.00%
臺北市,萬華區,西門里,1586,2.51,698,44.01%,336,21.19%,203,12.80%,131,8.26%,80,5.04%,138,8.70%,1586,1.26,1272,80.20%,241,15.20%,55,3.47%,13,0.82%,4,0.25%,1,0.06%,1999,53.19,44,2.20%,253,12.66%,452,22.61%,362,18.11%,432,21.61%,456,22.81%,1998,0.32,1452,72.67%,460,23.02%,81,4.05%,5,0.25%,168,147,87.50%,18,10.71%,3,1.79%,1999,936,46.82%,356,17.81%,163,8.15%,1,0.05%,543,27.16%,0,0.00%
臺北市,萬華區,孝德里,986,3.54,223,22.62%,158,16.02%,171,17.34%,155,15.72%,116,11.76%,163,16.53%,986,1.3,756,76.67%,175,17.75%,46,4.67%,9,0.91%,0,0.00%,0,0.00%,1278,55.14,24,1.88%,120,9.39%,216,16.90%,282,22.07%,322,25.20%,314,24.57%,1279,0.39,891,69.66%,279,21.81%,107,8.37%,2,0.16%,78,61,78.21%,16,20.51%,1,1.28%,1278,780,61.03%,131,10.25%,143,11.19%,0,0.00%,224,17.53%,0,0.00%
臺北市,萬華區,和平里,2103,3.41,531,25.25%,366,17.40%,355,16.88%,312,14.84%,206,9.80%,333,15.83%,2103,1.32,1589,75.56%,399,18.97%,86,4.09%,19,0.90%,7,0.33%,3,0.14%,2781,56.32,47,1.69%,240,8.63%,423,15.21%,629,22.62%,682,24.52%,760,27.33%,2783,0.4,1897,68.16%,673,24.18%,202,7.26%,11,0.40%,190,150,78.95%,40,21.05%,0,0.00%,2781,1621,58.29%,331,11.90%,350,12.59%,0,0.00%,479,17.22%,0,0.00%
臺北市,萬華區,和德里,2184,3.5,487,22.30%,363,16.62%,385,17.63%,356,16.30%,223,10.21%,370,16.94%,2184,1.27,1710,78.30%,373,17.08%,80,3.66%,18,0.82%,2,0.09%,1,0.05%,2785,55.06,43,1.54%,276,9.91%,491,17.63%,659,23.66%,612,21.97%,704,25.28%,2784,0.36,1954,70.19%,654,23.49%,169,6.07%,7,0.25%,174,140,80.46%,31,17.82%,3,1.72%,2785,1515,54.40%,460,16.52%,391,14.04%,0,0.00%,419,15.04%,0,0.00%
臺北市,萬華區,忠貞里,1891,2.7,698,36.91%,406,21.47%,253,13.38%,216,11.42%,129,6.82%,189,9.99%,1891,1.22,1532,81.02%,301,15.92%,53,2.80%,4,0.21%,0,0.00%,1,0.05%,2314,60.75,33,1.43%,130,5.62%,271,11.71%,468,20.22%,539,23.29%,873,37.73%,2315,0.49,1333,57.58%,834,36.03%,146,6.31%,2,0.09%,388,340,87.63%,43,11.08%,5,1.29%,2314,1108,47.88%,393,16.98%,364,15.73%,0,0.00%,449,19.40%,0,0.00%
臺北市,萬華區,忠德里,1282,3.64,308,24.02%,202,15.76%,188,14.66%,179,13.96%,136,10.61%,269,20.98%,1282,1.35,944,73.63%,253,19.73%,66,5.15%,17,1.33%,1,0.08%,1,0.08%,1726,55.85,34,1.97%,154,8.92%,303,17.56%,365,21.15%,363,21.03%,507,29.37%,1728,0.41,1143,66.15%,464,26.85%,117,6.77%,4,0.23%,114,98,85.96%,16,14.04%,0,0.00%,1726,991,57.42%,208,12.05%,240,13.90%,1,0.06%,286,16.57%,0,0.00%
臺北市,萬華區,青山里,1980,3.02,633,31.97%,388,19.60%,294,14.85%,247,12.47%,178,8.99%,240,12.12%,1980,1.33,1509,76.21%,359,18.13%,80,4.04%,16,0.81%,8,0.40%,8,0.40%,2622,55.74,44,1.68%,234,8.92%,405,15.45%,594,22.65%,671,25.59%,674,25.71%,2624,0.37,1817,69.25%,666,25.38%,134,5.11%,7,0.27%,208,178,85.58%,26,12.50%,4,1.92%,2622,1297,49.47%,504,19.22%,289,11.02%,1,0.04%,531,20.25%,0,0.00%
臺北市,萬華區,保德里,1009,3.51,269,26.66%,164,16.25%,156,15.46%,148,14.67%,92,9.12%,180,17.84%,1009,1.29,787,78.00%,167,16.55%,41,4.06%,12,1.19%,0,0.00%,2,0.20%,1305,55.37,29,2.22%,122,9.35%,205,15.71%,315,24.14%,284,21.76%,350,26.82%,1304,0.39,896,68.71%,311,23.85%,96,7.36%,1,0.08%,92,74,80.43%,18,19.57%,0,0.00%,1305,813,62.30%,144,11.03%,140,10.73%,0,0.00%,208,15.94%,0,0.00%
臺北市,萬華區,柳鄉里,1570,3.58,354,22.55%,278,17.71%,243,15.48%,246,15.67%,158,10.06%,291,18.54%,1570,1.36,1132,72.10%,351,22.36%,62,3.95%,18,1.15%,4,0.25%,3,0.19%,2130,56.92,25,1.17%,176,8.26%,341,16.01%,431,20.23%,527,24.74%,630,29.58%,2128,0.41,1408,66.17%,568,26.69%,149,7.00%,3,0.14%,146,106,72.60%,39,26.71%,1,0.68%,2130,1136,53.33%,336,15.77%,286,13.43%,1,0.05%,371,17.42%,0,0.00%
臺北市,萬華區,凌霄里,1293,3.06,377,29.16%,251,19.41%,215,16.63%,177,13.69%,117,9.05%,156,12.06%,1293,1.3,973,75.25%,262,20.26%,51,3.94%,5,0.39%,2,0.15%,0,0.00%,1681,56.56,28,1.67%,137,8.15%,282,16.78%,406,24.15%,353,21.00%,475,28.26%,1679,0.39,1120,66.71%,473,28.17%,84,5.00%,2,0.12%,148,135,91.22%,12,8.11%,1,0.68%,1681,841,50.03%,248,14.75%,266,15.82%,1,0.06%,325,19.33%,0,0.00%
臺北市,萬華區,頂碩里,2279,3.38,613,26.90%,397,17.42%,373,16.37%,331,14.52%,217,9.52%,348,15.27%,2279,1.33,1730,75.91%,417,18.30%,99,4.34%,19,0.83%,7,0.31%,7,0.31%,3022,55.71,57,1.89%,273,9.03%,456,15.09%,690,22.83%,768,25.41%,778,25.74%,3022,0.36,2099,69.46%,755,24.98%,161,5.33%,7,0.23%,207,168,81.16%,37,17.87%,2,0.97%,3022,1789,59.20%,332,10.99%,355,11.75%,0,0.00%,546,18.07%,0,0.00%
臺北市,萬華區,富民里,1608,3.28,523,32.52%,299,18.59%,221,13.74%,165,10.26%,128,7.96%,272,16.92%,1608,1.4,1220,75.87%,274,17.04%,74,4.60%,17,1.06%,10,0.62%,13,0.81%,2252,57.27,43,1.91%,172,7.64%,336,14.92%,426,18.92%,592,26.29%,683,30.33%,2254,0.41,1467,65.08%,659,29.24%,120,5.32%,8,0.35%,186,156,83.87%,27,14.52%,3,1.61%,2252,1163,51.64%,379,16.83%,239,10.61%,1,0.04%,470,20.87%,0,0.00%
臺北市,萬華區,富福里,1352,4.72,380,28.11%,238,17.60%,191,14.13%,191,14.13%,117,8.65%,235,17.38%,1352,2.35,1041,77.00%,246,18.20%,47,3.48%,11,0.81%,5,0.37%,2,0.15%,3172,56.49,50,1.58%,252,7.94%,485,15.29%,691,21.78%,910,28.69%,784,24.72%,3172,0.32,2286,72.07%,768,24.21%,113,3.56%,5,0.16%,135,112,82.96%,23,17.04%,0,0.00%,3172,1372,43.25%,742,23.39%,254,8.01%,5,0.16%,799,25.19%,0,0.00%
臺北市,萬華區,華中里,1874,3.46,435,23.21%,317,16.92%,327,17.45%,275,14.67%,215,11.47%,305,16.28%,1874,1.28,1446,77.16%,344,18.36%,69,3.68%,10,0.53%,4,0.21%,1,0.05%,2407,56.45,39,1.62%,209,8.68%,401,16.66%,510,21.19%,545,22.64%,703,29.21%,2406,0.42,1592,66.17%,620,25.77%,185,7.69%,9,0.37%,186,138,74.19%,44,23.66%,4,2.15%,2407,1416,58.83%,300,12.46%,311,12.92%,0,0.00%,380,15.79%,0,0.00%
臺北市,萬華區,華江里,2529,3.53,577,22.82%,422,16.69%,405,16.01%,446,17.64%,256,10.12%,423,16.73%,2529,1.29,1929,76.28%,481,19.02%,100,3.95%,17,0.67%,1,0.04%,1,0.04%,3268,55.37,69,2.11%,287,8.78%,565,17.29%,701,21.45%,820,25.09%,826,25.28%,3268,0.37,2284,69.89%,760,23.26%,216,6.61%,8,0.24%,182,147,80.77%,32,17.58%,3,1.65%,3268,1863,57.01%,451,13.80%,380,11.63%,1,0.03%,573,17.53%,0,0.00%
臺北市,萬華區,菜園里,2061,3.09,685,33.24%,377,18.29%,309,14.99%,251,12.18%,157,7.62%,282,13.68%,2061,1.31,1603,77.78%,337,16.35%,85,4.12%,26,1.26%,4,0.19%,6,0.29%,2700,55.04,54,2.00%,281,10.41%,460,17.04%,549,20.33%,663,24.56%,693,25.67%,2701,0.36,1870,69.23%,690,25.55%,133,4.92%,8,0.30%,216,185,85.65%,28,12.96%,3,1.39%,2700,1387,51.37%,418,15.48%,298,11.04%,1,0.04%,596,22.07%,0,0.00%
臺北市,萬華區,新安里,2031,3.2,552,27.18%,408,20.09%,321,15.81%,283,13.93%,180,8.86%,287,14.13%,2031,1.31,1516,74.64%,416,20.48%,85,4.19%,12,0.59%,2,0.10%,0,0.00%,2661,56.65,65,2.44%,223,8.38%,374,14.05%,632,23.75%,606,22.77%,761,28.60%,2661,0.39,1786,67.12%,723,27.17%,148,5.56%,4,0.15%,196,162,82.65%,33,16.84%,1,0.51%,2661,1393,52.35%,407,15.30%,404,15.18%,1,0.04%,456,17.14%,0,0.00%
臺北市,萬華區,新和里,2662,3.37,582,21.86%,499,18.75%,497,18.67%,429,16.12%,248,9.32%,407,15.29%,2662,1.32,1981,74.42%,542,20.36%,119,4.47%,17,0.64%,3,0.11%,0,0.00%,3500,57.45,57,1.63%,263,7.51%,471,13.46%,825,23.57%,938,26.80%,946,27.03%,3504,0.41,2334,66.61%,918,26.20%,235,6.71%,17,0.49%,222,168,75.68%,44,19.82%,10,4.50%,3500,2017,57.63%,401,11.46%,518,14.80%,1,0.03%,563,16.09%,0,0.00%
臺北市,萬華區,新忠里,1253,2.95,347,27.69%,281,22.43%,232,18.52%,155,12.37%,106,8.46%,132,10.53%,1253,1.25,981,78.29%,232,18.52%,34,2.71%,5,0.40%,1,0.08%,0,0.00%,1572,60.36,19,1.21%,107,6.81%,196,12.47%,349,22.20%,317,20.17%,584,37.15%,1572,0.53,907,57.70%,513,32.63%,142,9.03%,10,0.64%,187,139,74.33%,45,24.06%,3,1.60%,1572,868,55.22%,159,10.11%,291,18.51%,0,0.00%,254,16.16%,0,0.00%
臺北市,萬華區,新起里,2402,2.78,898,37.39%,455,18.94%,355,14.78%,278,11.57%,157,6.54%,259,10.78%,2402,1.24,1959,81.56%,349,14.53%,67,2.79%,22,0.92%,4,0.17%,1,0.04%,2971,54.73,60,2.02%,318,10.70%,518,17.44%,611,20.57%,729,24.54%,735,24.74%,2972,0.36,2090,70.32%,708,23.82%,159,5.35%,15,0.50%,261,210,80.46%,46,17.62%,5,1.92%,2971,1648,55.47%,401,13.50%,270,9.09%,0,0.00%,652,21.95%,0,0.00%
臺北市,萬華區,萬壽里,1547,2.32,772,49.90%,299,19.33%,178,11.51%,123,7.95%,63,4.07%,112,7.24%,1547,1.23,1270,82.09%,219,14.16%,39,2.52%,15,0.97%,2,0.13%,2,0.13%,1909,54.15,39,2.04%,209,10.95%,371,19.43%,396,20.74%,428,22.42%,466,24.41%,1908,0.32,1377,72.17%,461,24.16%,61,3.20%,9,0.47%,204,182,89.22%,20,9.80%,2,0.98%,1909,879,46.05%,388,20.32%,146,7.65%,1,0.05%,495,25.93%,0,0.00%
臺北市,萬華區,壽德里,1495,3.72,343,22.94%,239,15.99%,238,15.92%,240,16.05%,146,9.77%,289,19.33%,1495,1.33,1112,74.38%,291,19.46%,78,5.22%,9,0.60%,5,0.33%,0,0.00%,1988,55.48,37,1.86%,123,6.19%,383,19.27%,474,23.84%,481,24.20%,490,24.65%,1989,0.36,1409,70.84%,458,23.03%,118,5.93%,4,0.20%,116,94,81.03%,22,18.97%,0,0.00%,1988,1244,62.58%,207,10.41%,241,12.12%,0,0.00%,296,14.89%,0,0.00%
臺北市,萬華區,榮德里,1050,3.6,226,21.52%,181,17.24%,168,16.00%,173,16.48%,118,11.24%,184,17.52%,1050,1.33,785,74.76%,209,19.90%,44,4.19%,4,0.38%,7,0.67%,1,0.10%,1392,57.85,23,1.65%,96,6.90%,212,15.23%,281,20.19%,318,22.84%,462,33.19%,1392,0.46,877,63.00%,386,27.73%,126,9.05%,3,0.22%,105,84,80.00%,21,20.00%,0,0.00%,1392,784,56.32%,182,13.07%,215,15.45%,0,0.00%,211,15.16%,0,0.00%
臺北市,萬華區,福星里,2245,2.57,960,42.76%,445,19.82%,306,13.63%,218,9.71%,130,5.79%,186,8.29%,2245,1.21,1898,84.54%,267,11.89%,61,2.72%,14,0.62%,4,0.18%,1,0.04%,2712,55.3,44,1.62%,297,10.95%,500,18.44%,552,20.35%,643,23.71%,676,24.93%,2714,0.34,1927,71.00%,669,24.65%,110,4.05%,8,0.29%,286,249,87.06%,36,12.59%,1,0.35%,2712,1290,47.57%,511,18.84%,323,11.91%,1,0.04%,587,21.64%,0,0.00%
臺北市,萬華區,福音里,1136,3.24,343,30.19%,191,16.81%,191,16.81%,144,12.68%,103,9.07%,164,14.44%,1136,1.29,890,78.35%,192,16.90%,39,3.43%,12,1.06%,2,0.18%,1,0.09%,1463,55.84,29,1.98%,142,9.71%,240,16.40%,285,19.48%,379,25.91%,388,26.52%,1464,0.39,996,68.03%,375,25.61%,89,6.08%,4,0.27%,103,82,79.61%,19,18.45%,2,1.94%,1463,843,57.62%,173,11.83%,156,10.66%,0,0.00%,291,19.89%,0,0.00%
臺北市,萬華區,綠堤里,1436,3.22,369,25.70%,286,19.92%,262,18.25%,187,13.02%,145,10.10%,187,13.02%,1436,1.23,1174,81.75%,206,14.35%,39,2.72%,15,1.04%,2,0.14%,0,0.00%,1773,57.76,14,0.79%,137,7.73%,253,14.27%,366,20.64%,448,25.27%,555,31.30%,1773,0.43,1139,64.24%,511,28.82%,123,6.94%,0,0.00%,160,126,78.75%,34,21.25%,0,0.00%,1773,840,47.38%,342,19.29%,309,17.43%,1,0.06%,281,15.85%,0,0.00%
臺北市,萬華區,銘德里,1471,3.36,364,24.75%,265,18.01%,232,15.77%,241,16.38%,147,9.99%,222,15.09%,1471,1.26,1155,78.52%,256,17.40%,54,3.67%,6,0.41%,0,0.00%,0,0.00%,1853,55.64,27,1.46%,165,8.90%,328,17.70%,401,21.64%,428,23.10%,504,27.20%,1852,0.39,1264,68.25%,449,24.24%,136,7.34%,3,0.16%,144,111,77.08%,30,20.83%,3,2.08%,1853,1097,59.20%,233,12.57%,247,13.33%,0,0.00%,276,14.89%,0,0.00%
臺北市,萬華區,糖部里,1721,3.34,467,27.14%,300,17.43%,275,15.98%,253,14.70%,157,9.12%,269,15.63%,1721,1.3,1309,76.06%,333,19.35%,66,3.83%,11,0.64%,1,0.06%,1,0.06%,2239,55.74,30,1.34%,247,11.03%,373,16.66%,440,19.65%,522,23.31%,627,28.00%,2241,0.41,1515,67.60%,569,25.39%,151,6.74%,6,0.27%,159,134,84.28%,24,15.09%,1,0.63%,2239,1292,57.70%,260,11.61%,286,12.77%,0,0.00%,401,17.91%,0,0.00%
臺北市,萬華區,興德里,1359,3.84,255,18.76%,216,15.89%,225,16.56%,217,15.97%,161,11.85%,285,20.97%,1359,1.32,1006,74.03%,292,21.49%,50,3.68%,7,0.52%,2,0.15%,2,0.15%,1789,55.53,33,1.84%,150,8.38%,330,18.45%,387,21.63%,399,22.30%,490,27.39%,1791,0.39,1218,68.01%,450,25.13%,120,6.70%,3,0.17%,114,88,77.19%,26,22.81%,0,0.00%,1789,1100,61.49%,210,11.74%,229,12.80%,0,0.00%,250,13.97%,0,0.00%
臺北市,萬華區,錦德里,1664,3.5,380,22.84%,291,17.49%,258,15.50%,267,16.05%,186,11.18%,282,16.95%,1664,1.31,1256,75.48%,327,19.65%,67,4.03%,10,0.60%,2,0.12%,2,0.12%,2177,55.84,30,1.38%,226,10.38%,353,16.21%,479,22.00%,492,22.60%,597,27.42%,2177,0.4,1462,67.16%,558,25.63%,155,7.12%,2,0.09%,145,105,72.41%,37,25.52%,3,2.07%,2177,1285,59.03%,249,11.44%,281,12.91%,0,0.00%,362,16.63%,0,0.00%
臺北市,萬華區,雙園里,1422,3.54,371,26.09%,245,17.23%,208,14.63%,210,14.77%,138,9.70%,250,17.58%,1422,1.36,1065,74.89%,266,18.71%,64,4.50%,18,1.27%,5,0.35%,4,0.28%,1929,54.41,49,2.54%,205,10.63%,340,17.63%,429,22.24%,440,22.81%,466,24.16%,1929,0.35,1366,70.81%,466,24.16%,91,4.72%,6,0.31%,110,93,84.55%,17,15.45%,0,0.00%,1929,1109,57.49%,238,12.34%,208,10.78%,1,0.05%,373,19.34%,0,0.00%
