"統計年月","縣市","行政區域","售電量度數","教育程度總計","大學以上比例","大學比例","大學以下比例","納稅單位","綜合所得總額","綜合所得中位數","綜合所得IQR","戶數","總人數","女性比例","男性比例","少年人口比例","青年人口比例","壯年人口比例","老年人口比例","出生數","出生數.男","出生數.女","結婚對數","離婚對數","有偶人數","有偶比例","離婚人數","離婚比例","未婚比例","每戶平均用電度數","每人平均用電度數"
10411,"臺北市","內湖區康寧里",1864534,7871,0.1102,0.3523,0.5375,2755,3340251,841,1121,3178,9699,0.5208,0.4792,0.2726,0.2844,0.3665,0.0765,18,12,6,10,8,2259,"71.08%",356,"11.20%","12.18%",586.7,192.24
10411,"臺北市","內湖區樂康里",1268759,7763,0.0751,0.3179,0.607,2746,2456604,677,740,3178,9251,0.5236,0.4763,0.2385,0.3461,0.3534,0.062,29,14,15,5,2,2159,"67.85%",370,"11.63%","13.36%",399.23,137.15
10411,"臺北市","內湖區麗山里",1647623,5347,0.1124,0.335,0.5526,1905,2219849,726,954,2284,6324,0.5196,0.4804,0.2293,0.3175,0.3618,0.0914,14,8,6,14,1,1509,"65.81%",241,"10.51%","15.35%",721.38,260.53
10411,"臺北市","內湖區蘆洲里",245061,1180,0.0322,0.2186,0.7492,334,241717,564,507,498,1382,0.466,0.534,0.2301,0.3329,0.3459,0.0904,4,1,3,5,0,307,"61.77%",77,"15.49%","13.48%",492.09,177.32
10411,"臺北市","內湖區明湖里",879043,4774,0.0894,0.3398,0.5708,1577,1656352,730,898,1934,5920,0.5226,0.4774,0.2753,0.3182,0.3453,0.0611,12,8,4,6,3,1415,"73.13%",188,"9.72%","10.49%",454.52,148.49
10411,"臺北市","內湖區南湖里",915895,4832,0.154,0.3928,0.4532,1650,2700206,1114,1582,2198,6113,0.5335,0.4665,0.3123,0.2536,0.3687,0.0654,11,7,4,4,1,1619,"73.56%",208,"9.45%","13.54%",416.69,149.83
10411,"臺北市","內湖區內溝里",853373,4389,0.0902,0.3167,0.5931,1508,1525532,721,881,1836,5094,0.508,0.492,0.2132,0.3335,0.3702,0.0832,11,6,5,4,0,1199,"65.45%",220,"12.01%","15.72%",464.8,167.53
10411,"臺北市","內湖區內湖里",1544813,5412,0.1208,0.3404,0.5388,2162,2448503,748,995,2512,6049,0.5412,0.4586,0.1759,0.3012,0.4128,0.1101,13,5,8,6,2,1525,"60.66%",281,"11.18%","19.89%",614.97,255.38
10411,"臺北市","內湖區清白里",2034622,7546,0.1446,0.3966,0.4588,3007,4523727,927,1426,3646,8746,0.5417,0.4583,0.2105,0.2876,0.4132,0.0887,23,14,9,15,1,2313,"63.46%",360,"9.88%","20.85%",558.04,232.63
10411,"臺北市","內湖區瑞光里",1139704,4272,0.1035,0.3596,0.537,1560,1664052,727,921,1776,4834,0.5288,0.4712,0.1723,0.3188,0.3968,0.1121,11,6,5,3,0,1167,"65.86%",171,"9.65%","14.33%",641.73,235.77
10411,"臺北市","內湖區瑞陽里",2033290,7267,0.1157,0.3559,0.5284,2628,3212373,773,1086,3169,8212,0.5241,0.4759,0.1914,0.2747,0.3942,0.1398,16,6,10,10,0,2084,"65.68%",277,"8.73%","14.53%",641.62,247.6
10411,"臺北市","內湖區石潭里",1801470,3324,0.1242,0.3354,0.5403,1144,1516335,795,1005,1834,3790,0.5251,0.4749,0.1868,0.3456,0.3575,0.1098,7,3,4,8,3,1055,"57.59%",175,"9.55%","25.76%",982.26,475.32
10411,"臺北市","內湖區五分里",1652419,9461,0.0742,0.2852,0.6406,3234,2971527,691,768,4092,11910,0.5191,0.4809,0.2903,0.3162,0.3253,0.0682,18,10,8,20,8,2758,"67.20%",472,"11.50%","14.18%",403.82,138.74
10411,"臺北市","內湖區西安里",1618378,6147,0.123,0.369,0.5081,2430,2679248,732,974,2583,6924,0.5217,0.4783,0.1779,0.327,0.3964,0.0985,23,17,6,15,1,1729,"66.89%",243,"9.40%","16.05%",626.55,233.73
10411,"臺北市","內湖區西湖里",2690866,6888,0.1035,0.33,0.5665,2575,2542484,677,792,2828,7714,0.5175,0.4825,0.1706,0.3425,0.3793,0.1077,12,6,6,11,4,1804,"63.81%",281,"9.94%","15.92%",951.51,348.83
10411,"臺北市","內湖區西康里",3204055,8552,0.131,0.3633,0.5057,3292,4345994,792,1130,3757,9683,0.5236,0.4763,0.1883,0.3106,0.3952,0.106,11,5,6,13,1,2419,"64.51%",398,"10.61%","17.01%",852.82,330.89
10411,"臺北市","內湖區行善里",1921404,6128,0.0765,0.2768,0.6467,2169,1925575,638,761,2812,6951,0.5021,0.4981,0.1839,0.322,0.3889,0.1053,11,3,8,9,1,1755,"62.37%",325,"11.55%","17.80%",683.29,276.42
10411,"臺北市","內湖區秀湖里",1292610,5765,0.1377,0.3814,0.4808,2270,3627537,883,1401,2440,6484,0.5159,0.4841,0.1925,0.2791,0.4095,0.1191,8,2,6,10,3,1686,"69.16%",219,"8.98%","14.60%",529.76,199.35
10411,"臺北市","內湖區週美里",2739051,6920,0.1035,0.311,0.5855,2407,3175241,717,1064,3360,7874,0.5177,0.4823,0.1777,0.3378,0.3741,0.1102,23,12,11,17,4,2141,"63.47%",340,"10.08%","18.74%",815.19,347.86
10411,"臺北市","內湖區紫星里",1365931,7330,0.0969,0.3437,0.5595,2698,2853423,690,869,3002,8342,0.5183,0.4818,0.1918,0.3244,0.3794,0.1045,21,12,9,17,2,1932,"64.21%",361,"12.00%","15.32%",455.01,163.74
10411,"臺北市","內湖區紫陽里",2059346,7461,0.1166,0.3865,0.4969,2846,3401428,786,1097,3154,8464,0.5198,0.4802,0.1916,0.3242,0.3934,0.0907,21,10,11,20,1,2125,"67.35%",319,"10.11%","15.97%",652.93,243.31
10411,"臺北市","內湖區紫雲里",1003019,5352,0.0962,0.3178,0.5859,1773,1808830,712,939,2286,6220,0.5116,0.4884,0.2174,0.287,0.3741,0.1215,16,9,7,7,1,1424,"62.29%",240,"10.50%","14.96%",438.77,161.26
10411,"臺北市","士林區百齡里",1440187,6567,0.0834,0.2933,0.6233,2377,2021969,643,700,2561,7716,0.5091,0.4909,0.2136,0.3217,0.3504,0.1144,15,6,9,16,0,NA,NA,NA,NA,NA,562.35,186.65
10411,"臺北市","士林區承德里",2062771,5216,0.1077,0.3376,0.5546,2002,2276203,730,943,2395,5958,0.5309,0.4693,0.1863,0.2981,0.3776,0.138,16,7,9,7,4,NA,NA,NA,NA,NA,861.28,346.22
10411,"臺北市","士林區翠山里",591710,2530,0.1502,0.4119,0.4379,1043,1492128,803,1126,1194,2758,0.5257,0.4743,0.14,0.2277,0.4199,0.2125,2,0,2,5,1,NA,NA,NA,NA,NA,495.57,214.54
10411,"臺北市","士林區德華里",1326671,5177,0.1047,0.3367,0.5586,1878,2009915,684,885,2229,5893,0.5339,0.4663,0.185,0.3038,0.3672,0.1439,11,6,5,9,3,NA,NA,NA,NA,NA,595.19,225.13
10411,"臺北市","士林區德行里",1195396,4040,0.1054,0.3287,0.5658,1532,1591635,672,839,1886,4622,0.5322,0.4678,0.1861,0.3003,0.3702,0.1437,7,3,4,8,1,NA,NA,NA,NA,NA,633.83,258.63
10411,"臺北市","士林區東山里",1401309,4777,0.1124,0.3291,0.5585,1673,2601434,778,1136,1804,5481,0.512,0.488,0.208,0.274,0.3884,0.1295,4,4,0,5,3,NA,NA,NA,NA,NA,776.78,255.67
10411,"臺北市","士林區福安里",998959,4470,0.0313,0.1857,0.783,1107,790605,534,549,1843,5054,0.467,0.533,0.1915,0.3114,0.3748,0.1223,7,3,4,7,1,NA,NA,NA,NA,NA,542.03,197.66
10411,"臺北市","士林區福德里",1981387,5454,0.0992,0.289,0.6118,1545,1789278,735,1093,2889,6084,0.4737,0.5263,0.1654,0.2451,0.43,0.1598,3,3,0,3,2,NA,NA,NA,NA,NA,685.84,325.67
10411,"臺北市","士林區福華里",1420546,5914,0.0572,0.2442,0.6987,1838,1466569,595,662,2606,6834,0.5218,0.4782,0.1948,0.3105,0.366,0.1288,18,9,9,9,5,NA,NA,NA,NA,NA,545.11,207.86
10411,"臺北市","士林區福佳里",2278068,7132,0.1188,0.3277,0.5536,2628,3234140,704,1011,2986,8301,0.5195,0.4807,0.2107,0.2855,0.3539,0.1499,16,9,7,10,6,NA,NA,NA,NA,NA,762.92,274.43
10411,"臺北市","士林區福林里",1044650,2807,0.1108,0.3221,0.5672,971,1332138,678,933,1254,3222,0.5211,0.4786,0.185,0.2747,0.37,0.1701,12,6,6,3,0,NA,NA,NA,NA,NA,833.05,324.22
10411,"臺北市","士林區福順里",1372163,4845,0.0669,0.2489,0.6842,1615,1320280,595,642,2092,5596,0.5005,0.4996,0.1989,0.3045,0.3628,0.134,7,5,2,9,4,NA,NA,NA,NA,NA,655.91,245.2
10411,"臺北市","士林區福志里",2069069,6983,0.1379,0.3725,0.4896,2773,3892662,748,1058,3012,7924,0.5285,0.4715,0.1795,0.2694,0.3869,0.1641,10,4,6,11,0,NA,NA,NA,NA,NA,686.94,261.11
10411,"臺北市","士林區福中里",1662281,6226,0.0798,0.2923,0.6279,2233,2134975,661,775,2609,7468,0.5201,0.4799,0.2288,0.3171,0.3494,0.1046,11,2,9,11,1,NA,NA,NA,NA,NA,637.13,222.59
10411,"臺北市","士林區富光里",1343813,5426,0.0522,0.2313,0.7165,1634,1241018,586,588,2161,6276,0.51,0.4901,0.2017,0.312,0.3606,0.1259,13,6,7,8,0,NA,NA,NA,NA,NA,621.85,214.12
10411,"臺北市","士林區富洲里",1194681,5325,0.0381,0.2069,0.7549,1437,1021983,547,533,2350,6020,0.4716,0.5282,0.1834,0.3319,0.3631,0.1216,15,7,8,11,4,NA,NA,NA,NA,NA,508.37,198.45
10411,"臺北市","士林區公館里",467780,1322,0.0507,0.2103,0.739,378,666662,668,853,541,1460,0.4836,0.5164,0.1589,0.2788,0.3932,0.1692,3,2,1,2,0,NA,NA,NA,NA,NA,864.66,320.4
10411,"臺北市","士林區後港里",2125535,7500,0.0888,0.2932,0.618,2695,2672738,655,817,3092,8626,0.5082,0.4918,0.1917,0.3226,0.3633,0.1222,22,12,10,21,3,NA,NA,NA,NA,NA,687.43,246.41
10411,"臺北市","士林區葫東里",1032591,3782,0.065,0.2766,0.6584,1193,966927,592,691,1585,4340,0.5113,0.4885,0.194,0.3088,0.3724,0.1249,5,3,2,6,1,NA,NA,NA,NA,NA,651.48,237.92
10411,"臺北市","士林區葫蘆里",1775166,7027,0.0667,0.2657,0.6676,2261,1880067,621,684,2822,8230,0.5169,0.4832,0.2101,0.3084,0.3548,0.1269,17,8,9,10,5,NA,NA,NA,NA,NA,629.05,215.69
10411,"臺北市","士林區菁山里",506144,1541,0.0383,0.2219,0.7398,430,1470662,638,696,585,1720,0.4628,0.5372,0.1773,0.2831,0.3901,0.15,5,2,3,2,1,NA,NA,NA,NA,NA,865.2,294.27
10411,"臺北市","士林區舊佳里",1579798,5636,0.1141,0.3229,0.563,2112,2391373,644,941,2417,6390,0.5249,0.475,0.1831,0.2782,0.3762,0.1621,12,8,4,5,1,NA,NA,NA,NA,NA,653.62,247.23
10411,"臺北市","士林區蘭興里",1621402,5962,0.1335,0.3682,0.4983,2300,3203202,832,1202,2462,6867,0.5288,0.4712,0.1973,0.2866,0.392,0.1241,10,7,3,12,1,NA,NA,NA,NA,NA,658.57,236.12
10411,"臺北市","士林區蘭雅里",2313119,7931,0.1243,0.3693,0.5064,3039,3954396,757,997,3292,9054,0.5295,0.4705,0.1862,0.3002,0.3826,0.131,15,7,8,11,2,NA,NA,NA,NA,NA,702.65,255.48
10411,"臺北市","士林區臨溪里",1435403,2763,0.1122,0.3532,0.5346,1066,2342041,828,1314,1188,3050,0.5062,0.4938,0.1548,0.261,0.3961,0.1879,5,3,2,5,1,NA,NA,NA,NA,NA,1208.25,470.62
10411,"臺北市","士林區名山里",1781766,6622,0.1223,0.3661,0.5116,2588,3358696,790,1104,2698,7595,0.5384,0.4616,0.1957,0.2832,0.3855,0.1356,14,7,7,13,5,NA,NA,NA,NA,NA,660.4,234.6
10411,"臺北市","士林區明勝里",1329628,4564,0.0995,0.3098,0.5907,1676,1620874,650,850,1954,5196,0.516,0.484,0.1821,0.3033,0.368,0.1467,5,2,3,8,3,NA,NA,NA,NA,NA,680.46,255.89
10411,"臺北市","士林區平等里",356645,1387,0.036,0.2012,0.7628,359,313730,598,654,531,1540,0.4896,0.5104,0.174,0.2792,0.3864,0.161,0,0,0,1,0,NA,NA,NA,NA,NA,671.65,231.59
10411,"臺北市","士林區前港里",1169841,4141,0.0807,0.3011,0.6182,1458,1648613,696,851,1746,4885,0.5236,0.4762,0.2272,0.3015,0.3656,0.1056,10,3,7,13,2,NA,NA,NA,NA,NA,670.01,239.48
10411,"臺北市","士林區仁勇里",1519435,3683,0.0752,0.2856,0.6392,1236,1302137,629,873,1576,4296,0.5151,0.4846,0.2155,0.2868,0.3478,0.1499,6,3,3,7,1,NA,NA,NA,NA,NA,964.11,353.69
10411,"臺北市","士林區三玉里",1695405,5369,0.1283,0.3766,0.4951,2176,3393437,778,1082,2166,6166,0.5316,0.4684,0.1893,0.3067,0.3785,0.1255,8,3,5,12,3,NA,NA,NA,NA,NA,782.74,274.96
10411,"臺北市","士林區社新里",2217400,8244,0.0565,0.239,0.7045,2573,1977519,575,597,3432,9579,0.4987,0.5013,0.2021,0.319,0.3601,0.1188,23,15,8,13,7,NA,NA,NA,NA,NA,646.1,231.49
10411,"臺北市","士林區社園里",1691734,6687,0.0559,0.2451,0.699,2117,1656528,571,589,2642,7831,0.5006,0.4996,0.2158,0.3297,0.3403,0.1142,23,13,10,14,4,NA,NA,NA,NA,NA,640.32,216.03
10411,"臺北市","士林區社子里",1591850,5909,0.0616,0.244,0.6944,1924,1662292,601,676,2427,6838,0.513,0.487,0.2024,0.3182,0.3586,0.1208,10,2,8,8,1,NA,NA,NA,NA,NA,655.89,232.79
10411,"臺北市","士林區聖山里",1199825,4667,0.1369,0.3602,0.5029,1769,2538316,796,1155,1949,5342,0.5187,0.4813,0.1962,0.2705,0.3942,0.1391,6,3,3,6,0,NA,NA,NA,NA,NA,615.61,224.6
10411,"臺北市","士林區天福里",1659231,5717,0.1219,0.3733,0.5048,2213,2815696,745,1078,2341,6692,0.5347,0.4653,0.2212,0.2797,0.3811,0.1178,12,7,5,13,2,NA,NA,NA,NA,NA,708.77,247.94
10411,"臺北市","士林區天和里",1857836,6911,0.1389,0.4031,0.458,2735,4668806,824,1262,2766,8052,0.5251,0.4749,0.2178,0.2767,0.3877,0.1179,16,10,6,16,3,NA,NA,NA,NA,NA,671.67,230.73
10411,"臺北市","士林區天祿里",1559308,4776,0.1319,0.3777,0.4904,1873,2415306,734,991,1980,5580,0.5351,0.4651,0.2023,0.2907,0.3703,0.1369,6,3,3,4,1,NA,NA,NA,NA,NA,787.53,279.45
10411,"臺北市","士林區天母里",2483417,6155,0.1413,0.3888,0.4699,2428,5327118,839,1396,2586,7189,0.5278,0.4724,0.2145,0.259,0.3878,0.1388,9,7,2,7,3,NA,NA,NA,NA,NA,960.33,345.45
10411,"臺北市","士林區天山里",2005842,6382,0.1442,0.4,0.4558,2472,3515864,790,1238,2664,7341,0.5311,0.4689,0.2079,0.2624,0.391,0.1388,11,6,5,6,2,NA,NA,NA,NA,NA,752.94,273.24
10411,"臺北市","士林區天壽里",1745778,4559,0.145,0.392,0.463,1864,5467833,860,1341,1950,5341,0.5362,0.4638,0.2157,0.2651,0.3846,0.1348,13,7,6,4,1,NA,NA,NA,NA,NA,895.27,326.86
10411,"臺北市","士林區天玉里",2607258,7944,0.1411,0.4051,0.4538,3058,4782889,845,1307,3480,9416,0.5397,0.4603,0.2306,0.2573,0.3829,0.1291,17,7,10,12,2,NA,NA,NA,NA,NA,749.21,276.9
10411,"臺北市","士林區溪山里",436609,1351,0.0266,0.1754,0.7979,336,654789,580,625,556,1514,0.4815,0.5192,0.1691,0.2655,0.3943,0.1717,1,0,1,0,0,NA,NA,NA,NA,NA,785.27,288.38
10411,"臺北市","士林區新安里",774404,1880,0.091,0.2803,0.6287,708,2578124,682,1099,776,2078,0.5005,0.4995,0.155,0.2647,0.3826,0.1983,2,0,2,3,1,NA,NA,NA,NA,NA,997.94,372.67
10411,"臺北市","士林區岩山里",927796,3220,0.1245,0.3357,0.5398,1152,1451403,689,967,1290,3658,0.5276,0.4724,0.1799,0.2838,0.4073,0.129,6,3,3,5,1,NA,NA,NA,NA,NA,719.22,253.63
10411,"臺北市","士林區陽明里",2440150,2874,0.1124,0.3076,0.58,978,1899867,802,1134,1411,3127,0.5187,0.4816,0.1263,0.268,0.3978,0.2079,9,6,3,2,3,NA,NA,NA,NA,NA,1729.38,780.35
10411,"臺北市","士林區義信里",1285567,2899,0.09,0.2925,0.6175,1053,1166553,683,911,1318,3390,0.5109,0.4891,0.2189,0.2779,0.3664,0.1366,2,1,1,3,3,NA,NA,NA,NA,NA,975.39,379.22
10411,"臺北市","士林區永福里",850339,1213,0.1096,0.258,0.6323,435,2254076,767,1420,466,1328,0.5,0.5,0.1544,0.241,0.3931,0.2108,4,3,1,2,0,NA,NA,NA,NA,NA,1824.76,640.32
10411,"臺北市","士林區永倫里",1842015,6771,0.0668,0.2533,0.68,2252,1689868,567,600,2739,7740,0.5026,0.4974,0.1827,0.337,0.3558,0.1245,18,7,11,10,3,NA,NA,NA,NA,NA,672.51,237.99
10411,"臺北市","士林區芝山里",2144318,6931,0.127,0.3787,0.4943,2668,5256655,775,1171,2815,7994,0.5216,0.4784,0.2047,0.3002,0.3849,0.1103,21,8,13,12,2,NA,NA,NA,NA,NA,761.75,268.24
10411,"臺北市","士林區忠誠里",1661685,5234,0.1341,0.3731,0.4927,2048,3443732,757,1063,2186,5960,0.5186,0.4814,0.1859,0.2591,0.3926,0.1624,8,5,3,7,3,NA,NA,NA,NA,NA,760.15,278.81
10411,"臺北市","松山區安平里",2200195,7714,0.1057,0.3324,0.562,2868,2803414,671,861,3536,8690,0.5205,0.4794,0.1754,0.2987,0.3812,0.1448,5,1,4,11,2,2105,"59.56%",370,"10.47%","18.87%",622.23,253.19
10411,"臺北市","松山區慈祐里",2409252,7298,0.0832,0.306,0.6109,2284,2052600,638,724,4006,8100,0.4989,0.5012,0.1565,0.2983,0.4064,0.1388,23,13,10,10,2,1942,"48.48%",671,"16.75%","27.23%",601.41,297.44
10411,"臺北市","松山區東昌里",741379,2382,0.1679,0.3976,0.4345,999,6591232,917,1407,1032,2936,0.5283,0.4721,0.2677,0.2343,0.3413,0.1567,3,3,0,3,1,743,"71.72%",67,"6.47%","11.97%",718.39,252.51
10411,"臺北市","松山區東光里",1721581,6704,0.1338,0.399,0.4672,2662,3425275,791,1153,3016,7496,0.5283,0.4717,0.1777,0.2509,0.3951,0.1762,12,4,8,7,2,1909,"63.25%",306,"10.14%","16.27%",570.82,229.67
10411,"臺北市","松山區東榮里",2489645,7114,0.1729,0.4195,0.4076,3069,5400462,919,1512,3001,8457,0.5336,0.4664,0.2326,0.2377,0.3718,0.158,16,10,6,13,0,2142,"71.45%",201,"6.70%","13.08%",829.61,294.39
10411,"臺北市","松山區東勢里",1054938,3964,0.1514,0.3822,0.4664,1654,2311566,789,1271,1822,4736,0.5348,0.4654,0.2249,0.2456,0.3682,0.1613,7,4,3,5,2,1227,"67.38%",147,"8.07%","14.94%",579,222.75
10411,"臺北市","松山區敦化里",1997445,6161,0.1534,0.3857,0.461,2584,3708470,838,1227,2598,7510,0.5228,0.4772,0.2474,0.2517,0.3704,0.1305,12,7,5,6,2,1823,"70.14%",183,"7.04%","13.77%",768.84,265.97
10411,"臺北市","松山區福成里",600318,2418,0.1716,0.4082,0.4202,1003,2201050,897,1451,1020,2866,0.5405,0.4592,0.2303,0.2373,0.3789,0.1532,1,1,0,6,1,714,"70.21%",73,"7.18%","13.37%",588.55,209.46
10411,"臺北市","松山區富錦里",1533997,4713,0.1369,0.3976,0.4655,1855,2711635,749,1083,2129,5454,0.5402,0.4598,0.1989,0.275,0.3739,0.1522,8,4,4,9,3,1345,"63.06%",208,"9.75%","17.44%",720.52,281.26
10411,"臺北市","松山區富泰里",1160591,4221,0.1474,0.3978,0.4549,1697,2158151,804,1133,2038,4913,0.565,0.4352,0.2019,0.2552,0.3849,0.1579,13,7,6,7,3,1225,"60.49%",223,"11.01%","20.10%",569.48,236.23
10411,"臺北市","松山區復建里",1157308,3975,0.1472,0.3834,0.4694,1575,2048697,847,1285,1825,4878,0.5221,0.4781,0.2554,0.253,0.3698,0.1222,7,2,5,7,1,1205,"65.81%",161,"8.79%","16.66%",634.14,237.25
10411,"臺北市","松山區復盛里",1556154,5876,0.1152,0.3611,0.5237,2281,2515186,718,957,2546,6767,0.5267,0.4733,0.198,0.2756,0.3702,0.1561,13,9,4,7,0,1632,"64.18%",236,"9.28%","15.41%",611.22,229.96
10411,"臺北市","松山區復勢里",1576479,5520,0.1413,0.3788,0.4799,2340,2970885,791,1122,2547,6598,0.54,0.46,0.2258,0.2636,0.3622,0.1482,9,7,2,8,3,1665,"65.29%",244,"9.57%","15.84%",618.96,238.93
10411,"臺北市","松山區復源里",779260,2844,0.1459,0.359,0.4951,1140,1551114,742,1090,1282,3520,0.5267,0.4736,0.2585,0.2432,0.3727,0.1261,5,3,2,1,1,843,"65.71%",127,"9.90%","15.67%",607.85,221.38
10411,"臺北市","松山區吉仁里",1044587,3566,0.134,0.3951,0.4708,1471,1970596,796,1241,1566,4326,0.5252,0.4746,0.2483,0.2464,0.3664,0.1392,5,3,2,6,0,1076,"68.67%",120,"7.66%","14.29%",667.04,241.47
10411,"臺北市","松山區吉祥里",2484900,7736,0.136,0.389,0.4751,3153,3940328,762,1090,3424,8786,0.5341,0.466,0.1859,0.2802,0.387,0.1471,13,10,3,15,4,2314,"67.42%",307,"8.95%","15.71%",725.73,282.82
10411,"臺北市","松山區介壽里",1055019,3937,0.1674,0.3932,0.4394,1573,2474183,896,1414,1765,4850,0.5225,0.4775,0.2584,0.234,0.3536,0.1542,6,3,3,10,1,1273,"72.25%",119,"6.75%","11.24%",597.74,217.53
10411,"臺北市","松山區精忠里",1349410,3874,0.1688,0.413,0.4182,1568,3813966,961,1413,1728,4682,0.5273,0.4729,0.2465,0.2362,0.3597,0.1578,5,1,4,4,4,1169,"67.77%",136,"7.88%","14.78%",780.91,288.21
10411,"臺北市","松山區龍田里",2134198,8984,0.1765,0.4216,0.4018,3590,5248692,979,1395,4243,11216,0.5292,0.4707,0.2677,0.2265,0.3661,0.1396,19,10,9,13,0,2926,"69.01%",320,"7.55%","14.65%",502.99,190.28
10411,"臺北市","松山區美仁里",719522,3061,0.1434,0.3812,0.4753,1243,1848226,861,1375,1364,3843,0.5209,0.4788,0.2696,0.2397,0.3607,0.1304,6,2,4,4,2,959,"70.67%",116,"8.55%","12.97%",527.51,187.23
10411,"臺北市","松山區民福里",2121148,5974,0.112,0.3709,0.5171,2261,2511862,711,1059,2634,6621,0.5271,0.473,0.1583,0.2818,0.3987,0.1613,12,9,3,10,0,1612,"61.08%",278,"10.53%","17.66%",805.3,320.37
10411,"臺北市","松山區民有里",3797223,7973,0.1511,0.4203,0.4286,3480,5934336,805,1302,3446,9024,0.5352,0.4648,0.178,0.2683,0.3839,0.1698,13,6,7,6,3,2288,"66.45%",283,"8.22%","17.31%",1101.92,420.79
10411,"臺北市","松山區鵬程里",1044474,5115,0.1091,0.3656,0.5253,1886,2263933,734,1131,2138,5756,0.5191,0.4809,0.1861,0.2747,0.4032,0.136,9,4,5,8,2,1362,"63.62%",228,"10.65%","14.62%",488.53,181.46
10411,"臺北市","松山區三民里",1979421,6193,0.1431,0.4129,0.444,2540,3652162,800,1206,2914,7154,0.5415,0.4585,0.1923,0.2474,0.3824,0.1778,10,5,5,9,2,1832,"62.78%",320,"10.97%","16.31%",679.28,276.69
10411,"臺北市","松山區松基里",1839890,3331,0.1462,0.3846,0.4692,1446,2704003,822,1368,1464,3755,0.5369,0.4628,0.172,0.2791,0.3899,0.1593,4,3,1,5,1,946,"64.75%",128,"8.76%","17.39%",1256.76,489.98
10411,"臺北市","松山區新東里",1296669,4459,0.1166,0.3523,0.5311,1788,2010390,750,984,2002,5186,0.5216,0.4782,0.2034,0.2823,0.3714,0.1427,13,6,7,6,2,1280,"64.06%",197,"9.86%","17.02%",647.69,250.03
10411,"臺北市","松山區新聚里",2194064,7303,0.1272,0.3651,0.5077,2905,3316073,710,936,3329,8372,0.5355,0.4644,0.1952,0.2928,0.3783,0.1338,12,7,5,13,5,2044,"61.58%",374,"11.27%","17.69%",659.08,262.07
10411,"臺北市","松山區新益里",1085259,4307,0.111,0.3661,0.5229,1710,1835397,714,959,1850,4870,0.5234,0.4766,0.1762,0.2953,0.3715,0.1573,13,5,8,12,3,1252,"67.49%",166,"8.95%","14.07%",586.63,222.85
10411,"臺北市","松山區中華里",1978417,5561,0.1922,0.4327,0.3751,2333,4835049,982,1721,2516,6792,0.5297,0.4701,0.2506,0.2267,0.3744,0.1483,11,7,4,5,3,1819,"72.07%",193,"7.65%","12.28%",786.33,291.29
10411,"臺北市","松山區中崙里",1023469,3644,0.1413,0.3598,0.4989,1427,1782134,823,1126,1729,4640,0.5341,0.4659,0.2804,0.2483,0.3595,0.1116,7,4,3,2,2,1147,"66.49%",163,"9.45%","16.41%",591.94,220.58
10411,"臺北市","松山區中正里",3222166,8351,0.1673,0.4019,0.4308,3476,6774763,997,1530,3924,10866,0.5327,0.4672,0.3054,0.2373,0.3524,0.105,14,7,7,4,2,2748,"69.89%",366,"9.31%","14.37%",821.14,296.54
10411,"臺北市","松山區莊敬里",1231489,4977,0.0894,0.3229,0.5877,1799,1660407,688,836,2080,5654,0.5138,0.486,0.1818,0.2855,0.3734,0.1592,9,3,6,8,0,1305,"62.89%",229,"11.04%","13.69%",592.06,217.81
10411,"臺北市","松山區自強里",1694078,8848,0.1511,0.3807,0.4682,3106,3928427,794,1164,3754,10274,0.5195,0.4806,0.212,0.2278,0.389,0.1712,20,11,9,10,3,2395,"63.80%",337,"8.98%","14.20%",451.27,164.89
10411,"臺北市","萬華區保德里",726339,3056,0.0834,0.2938,0.6227,986,962322,622,736,1296,3512,0.5065,0.4935,0.195,0.305,0.3576,0.1424,12,10,2,6,0,809,"62.33%",143,"11.02%","15.79%",560.45,206.82
10411,"臺北市","萬華區菜園里",1548993,5626,0.0743,0.2647,0.661,1813,1570352,608,679,2710,6378,0.4995,0.5005,0.1728,0.3001,0.3752,0.1519,19,12,7,16,2,1392,"51.31%",425,"15.67%","22.12%",571.58,242.87
10411,"臺北市","萬華區頂碩里",1855142,6839,0.0776,0.2651,0.6573,2263,1986748,611,690,3020,7727,0.5001,0.5001,0.1742,0.3145,0.3705,0.1407,17,9,8,5,1,1783,"58.92%",339,"11.20%","18.01%",614.29,240.09
10411,"臺北市","萬華區福星里",1656778,5018,0.0809,0.27,0.6491,1519,1440711,615,745,2714,5776,0.5156,0.4846,0.1797,0.2806,0.3833,0.1562,9,4,5,8,7,1290,"47.65%",508,"18.77%","21.54%",610.46,286.84
10411,"臺北市","萬華區福音里",988339,3238,0.0809,0.2838,0.6353,1138,1435386,626,700,1463,3672,0.512,0.4877,0.1746,0.3132,0.36,0.152,11,6,5,7,2,833,"57.09%",176,"12.06%","20.22%",675.56,269.16
10411,"臺北市","萬華區富福里",1242858,5794,0.0635,0.2352,0.7012,1466,1589626,613,745,3158,6346,0.4392,0.561,0.133,0.2767,0.4327,0.1576,4,1,3,9,3,1384,"43.54%",745,"23.44%","24.98%",393.56,195.85
10411,"臺北市","萬華區富民里",1460004,4683,0.0653,0.2396,0.6951,1460,1152824,568,666,2255,5270,0.5104,0.4896,0.1662,0.2913,0.3693,0.1734,5,4,1,4,2,1160,"51.37%",382,"16.92%","21.08%",647.45,277.04
